
       17.749000       0.66007000       0.15122000       0.33150000 
       3.9480000       0.52889000       0.11523000       0.56233000 
       14.810000        3.7480300       0.57099000       0.12111000 
       2.2560000        1.9890600       0.23719000       0.37721000 
       3.9570000       0.77859000      0.088650000       0.10784000 
       3.6670000       0.67510000       0.13768000       0.37178000 
       6.9140000       0.48753000       0.19545000       0.55508000 
      0.22000000        1.2762400       0.28662000        0.0000000 
       2.7680000       0.40044000     -0.010370000      0.028730000 
       11.583000       0.98771000       0.18916000       0.30130000 
       3.8530000       0.29056000      0.068560000      0.048650000 
       3.0720000       0.35308000     -0.075600000       0.88146000 
       9.0220000       0.31055000     -0.042100000       0.43254000 
       10.900000        2.1395200       0.46524000        0.0000000 
       4.1020000       0.26576000     0.0046900000       0.90381000 
       3.3100000      0.067930000     -0.020700000       0.29190000 
       7.7510000       0.57948000       0.11633000       0.23100000 
       7.6280000       0.37493000       0.13701000       0.30315000 
       4.8610000       0.44808000      0.076370000       0.41808000 
       8.4690000       0.70777000       0.12407000       0.49439000 
       3.2590000       0.30220000      0.076210000       0.50756000 
       5.7350000       0.34450000      0.099880000       0.22268000 
       2.7170000       0.73405000       0.17989000       0.33655000 
       13.553000        1.1301500       0.28480000       0.14475000 
       8.2000000        1.1504900       0.36033000       0.21220000 
       5.3250000        1.3226500       0.29610000        0.0000000 
       13.456000       0.62879000      0.084030000       0.52834000 
       10.939000        3.7070900       0.70100000      0.017210000 
       4.8780000       0.13985000       0.16013000       0.43689000 
       10.135000        4.3836100       0.27288000       0.14356000 
       12.968000       0.68010000       0.26920000       0.21151000 
       4.2310000       0.48816000      0.041350000       0.25590000 
       12.527000        2.1993100       0.33165000       0.77767000 
       12.837000        3.7771000       0.57034000      0.073980000 
       12.859000        2.2339600       0.32122000       0.16656000 
       3.3370000        3.8411000       0.38296000        0.0000000 
       13.478000       0.67742000       0.34269000       0.45614000 
       32.906000        2.4953800       0.43603000      0.048040000 
       12.116000        2.5286800       0.40049000       0.29836000 
       1.6870000       0.30171000      0.058550000       0.22849000 
       17.587000        1.1964800       0.34732000      0.066240000 
       9.4570000       0.46298000       0.18370000       0.76913000 
       7.4490000       0.68016000       0.23856000       0.53660000 
      0.80000000       0.35695000      0.048910000       0.10396000 
       10.679000       0.58758000       0.11106000       0.28372000 
       6.8970000       0.58181000       0.12775000       0.38643000 
       13.918000        1.1784700       0.24160000       0.16131000 
       6.3570000        1.4690600       0.39188000       0.69603000 
       12.713000        1.0110800       0.20509000       0.35401000 
       5.7360000        1.0369100       0.19515000       0.65627000 
       4.2160000       0.51160000       0.23787000       0.24949000 
       16.773000       0.77163000       0.31677000       0.12971000 
       14.463000        6.1711500       0.98088000      0.073210000 
       19.667000        1.2088600       0.32214000       0.34206000 
       14.689000        3.0906600       0.42338000       0.18570000 
       9.8800000       0.67463000       0.20592000      0.013490000 
       8.2100000       0.83544000       0.41652000       0.54073000 
       8.1920000       0.96823000       0.30507000      0.074330000 
       6.1430000        1.1592100       0.15556000        0.0000000 
